Topic,Words,Frequency,Timestamp
70,"ukrainian kids, contact, russia ukrainian, cross confirms, confirms",3,2023-03-11 04:19:12+00:00
72,"canada, resident, right wrong, candidate, defunct",3,2023-03-11 04:19:12+00:00
74,"dam, kakhovka, shocked, zelensky, volodymyr",18,2023-03-11 04:19:12+00:00
86,"disgust, cdnpoli ukraine, worthy, money people, people want",2,2023-03-11 04:19:12+00:00
88,"charities red, people donated, mind donate, sane, organization working",3,2023-03-11 04:19:12+00:00
90,"training, college, redcross canada, canada, encouraging",1,2023-03-11 04:19:12+00:00
91,"close redcrossukraine, coca, cola, coca cola, drinking water",1,2023-03-11 04:19:12+00:00
94,"today mark, support healthcare, access medical, saving work, worldhealthday",2,2023-03-11 04:19:12+00:00
97,"unitednothing russiaisaterroriststate, russian terrorism, support russian, unitednothing, russianwarcrimes russiaisaterroriststate",2,2023-03-11 04:19:12+00:00
98,"surrounding areas, received assistance, amp surrounding, assistance months, remains",13,2023-03-11 04:19:12+00:00
100,"dam, ukraine dam, mines, landmines, pose",11,2023-03-11 04:19:12+00:00
108,"ruzzia, stolen ukrainian, risk death, children risk, hands ruzzian",3,2023-03-11 04:19:12+00:00
110,"sleep, fun, loses, report russiaisaterroriststate, kherson kakhovkadam",2,2023-03-11 04:19:12+00:00
111,"want, cross want, vladimir putin, swiss, vladimir",2,2023-03-11 04:19:12+00:00
116,"azerbaijan, armenia, blocked, vehicles, peacekeeping",2,2023-03-11 04:19:12+00:00
119,"cross day, worldredcrossday, world red, islands, world international",3,2023-03-11 04:19:12+00:00
