topic,rank,doc
56,3,I made a special design #SaveUkraine &amp; #IStandWithUkraine Profits from the sale of these hats will be channeled through an international organization for people affected by the war - #UKRAINE CRISIS Cap
57,1,"Plz Citizens can still live around the #azovstal steel plant and children help them too Citizens can remain trapped in the factory around the steel plant and check once and everywhere around the steel plant, someone will be trapped please send this Ukrain red Cross"
57,2,"Plz Citizens can still live around the #azovstal steel plant and children help them too Citizens can remain trapped in the factory around the steel plant, and check once and everywhere around the steel plant,someone will be trapped please send this Ukrain red Cross"
57,3,"Plz Citizens can still live around the #azovstal steel plant and children help them too Citizens can remain trapped in the factory around the steel plant,and check once and everywhere around the steel plant, someone will be trapped please send this Ukrain red Cross"
58,1,"The largest hospital in the Tigray region, Ayder referral hospital, is calling for an urgent lifesaving diabetes health care supply. #TigrayUnderAttack #StopWarOnTigray …."
58,2,"The largest hospital in the Tigray region, Ayder referral hospital, is calling for an urgent lifesaving diabetes health care supply. ➡️#TigrayUnderAttack ➡️#StopWarOnTigray"
58,3,"The largest hospital in the Tigray region, Ayder referral hospital, is calling for an urgent lifesaving diabetes health care supply. #TigrayUnderAttack #StopWarOnTigray"
59,1,"ifrc RT : Khrystina has become the unofficial mascot of the Ukrainian Red Cross branch in Uzhhorod. A stray puppy, she befriended the volunteer team and now provides her own version of psychosocial support. #Ukraine #mentalhealth #animaltherapy …"
59,2,"Khrystina has become the unofficial mascot of the Ukrainian Red Cross branch in Uzhhorod. A stray puppy, she befriended the volunteer team and now provides her own version of psychosocial support. #Ukraine #mentalhealth #animaltherapy"
59,3,": RT : Khrystina has become the unofficial mascot of the Ukrainian Red Cross branch in Uzhhorod. A stray puppy, she befriended the volunteer team and now provides her own version of psychosocial support. #Ukraine #mentalhealth …"
60,1,"To the ICRC President, I emphasised the need to provide humanitarian aid to #Mariupol, home to a large part of the 🇬🇷 Diaspora, expressing the hope that the evacuation of civilians, including 🇬🇷 Diaspora members, will be made possible. #Greece stands ready to assist the evacuees."
60,2,"#BREAKING: confirms it’s started process to evacuate civilians from Mariupol #Ukraine. “The ICRC confirms that a safe passage operation is ongoing, in coordination with the UN and the parties to the conflict,"" a spokesman said, adding no further details until later"
60,3,"Michael Bociurkiw · 34m #BREAKING: confirms it’s started process to evacuate civilians from Mariupol #Ukraine. “The ICRC confirms that a safe passage operation is ongoing, in coordination with the UN and the parties to the conflict,"" ...."
61,1,Full details on fb &amp; Instagram. A beautiful sunflower 🌻 in the Ukrainian 🇺🇦 flag colours. This purchase has all profit going to the Red Cross charity. My unique sunflower designs &amp; I thought it fitting with the sunflower being Ukraines flower 🌻 #SlavaUkraini 🇺🇦🕊️
61,2,Our friends from the Sow Now initiative are on the stand with us at Bloom all weekend. 💙💛 Pop along and buy a packet of sunflower seeds (sunflower is the national flower of Ukraine) to support the Irish Red Cross's Ukraine response. #SowForUkraine #IrishRedCross #Ukraine
61,3,The sunflower is the national flower of Ukraine 🌻 It is now possible to add a sunflower to your order for €5. All proceeds from sunflowers sales will be donated to the Irish Red Cross’s Ukraine appeal 🇺🇦 #ukraine #sunflower
62,1,"⚡️Zelensky: ""International Committee of the Red Cross is forbidding us to use their emblem on the humanitarian mission vehicles. It's very revealing. Some influential people would rather 'cross out' Ukraine."" #UkraineRussianWar #Ukraine️ #Russia #RussianUkrainianWar"
62,2,"📡📡Zelensky: ""International Committee of the Red Cross is forbidding us to use their emblem on the humanitarian mission vehicles. It's very revealing. Some influential people would rather 'cross out' Ukraine."" #NEWS #UKRAINE #slavaUkraina"
62,3,"⚡️#Zelensky: ""International Committee of the Red Cross is forbidding us to use their emblem on the humanitarian mission vehicles. It's very revealing. Some influential people would rather 'cross out' #Ukraine."""
63,1,#Ukraine asks the International Committee of the Red Cross to urgently assist in the creation of humanitarian corridors.
63,2,#Ukraine asks the International Committee of the Red Cross to urgently assist in the creation of humanitarian corridors. Via
63,3,#Ukraine asks the International Committee of the Red Cross to urgently assist in the creation of humanitarian corridors - via
64,1,"A convoy consisting of 12 buses left frm #Sumy, #Ukraine today All Indians there have been evacuated. Officials of d Indian Embassy &amp; Red Cross are escorting them Bangladeshis &amp; Nepalis hb also been facilitated. They are currently enroute to Poltava region #OperationGanga"
64,2,"A convoy consisting of 12 buses left from #Sumy, #Ukraine earlier today. All Indians there have been evacuated. Officials of the Indian Embassy &amp; Red Cross are escorting them. Bangladeshis &amp; Nepalis have also been facilitated."
64,3,"#WATCH | A convoy consisting of 12 buses left from Sumy, Ukraine earlier today. All Indians there have been evacuated. Officials of the Indian Embassy &amp; Red Cross are escorting them. Bangladeshis &amp; Nepalis have also been facilitated. They are currently enroute to Poltava region."
65,1,"Providing #Ukraine with satellite imagery #Canada's satellite builder MDA Ltd. is providing near real-time satellite images to track Russian troop movements even at night or through cloud cover, Chief Executive Officer #MikeGreenley #MOG"
65,2,Canada's MDA providing #Ukraine with satellite imagery to fight #Russia
65,3,CANADA'S MDA PROVIDING #UKRAINE WITH SATELLITE IMAGERY TO FIGHT #RUSSIA
66,1,are you blind? #RussiaIsATerroristState #GenocideOfUkrainians #ArmUkraineNow #F16forUkraine #ATACMSForUkraine #MoreHimarsForUkraine
66,2,are you blind? #RussiaIsATerroristState #GenocideOfUkrainians
66,3,#RussiaIsATerroristState #GenocideOfUkrainians are you blind?
67,1,Red Cross heads again for Mariupol as #Russia shifts #Ukraine focus
67,2,Red Cross heads again for Mariupol as #Russia shifts Ukraine focus
67,3,Red Cross heads again for Mariupol as Russia shifts Ukraine focus #Mariupol #RussianForces #Russia #Ukraine #QatarNews #QatarDay
68,1,"🔵At we stand in #solidarity with the #people of #Ukraine and would like to reaffirm our #support and #commitment. In face of these events, we have contributed with a donation to the International Red Cross organization to help those in need."
68,2,"We stand in solidarity with the Ukrainian people at this most difficult time. The advice from charity organisations is monetary donations are most appropriate in supporting humanitarian efforts so, we have donated to the Red Cross Emergency Appeal. #StandWithUkraine"
68,3,"We stand in solidarity with all those affected by the conflict in Ukraine. To help support the immediate and ongoing relief efforts, Foresters is donating to the Ukraine Humanitarian Crisis Appeal and the . #StandWithUkraine"
69,1,I believe ketamine gives us the power to access the command prompt of our mind #ket #K #acid #psytrance #rave #anxiety #hippie #wook #NFT #depressuon #tolerance #fwm #2cb #mda #ayahuasca #ego #texas #plug #usps #bitcoin #usa #festivals #molly
69,2,Fully loaded 😬💯✈️ #mdma #mda #ket #K #coke #ice #snow #plug #percs #molly #2cb #pills #NFT #psychedelicart #dallas #houston #texas #ayahuasca #microdose #rave #drugs #usa #newyork #usps #austin #dmt #dmtcart #chicago #phoenix #weed #tbt #shaman #Bitcoin #love
69,3,Some high quality crystals for y'all #mdma #mda #ayescaline #mescaline #microdose #ket #rave #2cb #psytrance #deadheads #usa #uk #australia #psychedelics #NFT #texas #dallas #bitcoin #crystal #canada #tolerance #dallasplug #caliplug
70,1,"🇺🇦 In Crimea, the Russian Red Cross stole Ukrainian property #news #TSN #ukraine #mostshared"
70,2,Russian Red Cross steals property from Ukrainian Red Cross in Crimea | Ukrainska Pravda #Ukraine #UkraineRussiaWar #UkraineUnderAttack #UkraineWarNews
70,3,#Russian Red Cross steals property from Ukrainian Red Cross in #Crimea
71,1,Rules of war - shouldn't occur in the first place - primer on Geneva Conventions. #UkraineRussianWar
71,2,Rules of #war: Why they matter? | ⁦ ⁩ The rules of war are universal. The Geneva Conventions (which are the core element of IHL) have been ratified by all 196 states. Very few international treaties have this level of support. #StopPutinNOW
71,3,Geneva Conventions aka the Rules of War #GenevaConventions #icrc #RedCross #Ukraine️
72,1,"Russia tortured and executed Ukrainian POW, who were given security guarantees by the UN and the ICRC. React? Any! The UN and the ICRC are absolutely useless organizations that, with their traditional inactivity, encourage Russia's war crimes. #russiaisaterrorisstate #un #ICRC"
72,2,What is the essence of the existence of UN and ICRC? Why do you exist to waste our money? When are you finally going to do your job and REALLY SAVE LIVES? #saveazovstaldefenders #olenivka2972022 #russiaisaterroriststate
72,3,What is the essence of the existence of UN and ICRC? Why do you exist to waste our money? When are you finally going to do your job and REALLY SAVE LIVES? #russiaisaterrorisstate #saveazovstaldefenders #olenivka29072022
73,1,"‼️‼️ 🇷🇺🇺🇦🇺🇸🇬🇧In the bunker where the Ukr nationalists were driven out and where the National Guard of Chechen origin, The Rosgvardia entered, foreign currency was found in the boxes of the International Red Cross ❌ #RussianUkrainianWar"
73,2,"🇷🇺🇺🇦🇺🇸🇬🇧In the bunker where the nationalists were driven out and where the National Guard of Chechen origin entered, foreign currency was found in the boxes of the ICRC Why do Ukranians have boxes of American dollars? #Corruption #Ukraine #CIA #StandwithUkraine"
73,3,"🇷🇺🇺🇦🇺🇸🇬🇧In the bunker where the nationalists were driven out and where the National Guard of Chechen origin entered, foreign currency was found in the boxes of the ICRC #UkraineRussianWar #Ukraine #Russia #แตงโม #กระติก #"
74,1,Zelenskiy steps up criticism of International Red Cross over inaction at Kakhovka dam (Analysis) #UkraineRussiaWar #Ukraine #Zelensky #Putin #Kakhovka
74,2,"#Ukraine Ukrainian President Volodymyr Zelensky said on Wednesday he was ""shocked"" at what he said was the failure of the United Nations and the Red Cross to provide help after the destruction of the massive Kakhovka dam. -JP"
74,3,"Ukrainian President Volodymyr #Zelensky said on Wednesday he was ""shocked"" at what he said was the failure of the United Nations and the Red Cross to provide help after the destruction of the massive Kakhovka dam."
75,1,Please start your mission in Ukraine!!! Humanitarian corridors are a must for civilians! #IHL #SaveUkraine #StopPutinNOW #StopRussia #StopRussianAggression #SlavaUkraini
75,2,Please start your mission in Ukraine!!! Humanitarian corridors are a must for civilians! #IHL #SaveUkraine #UkraineUnderAttaсk #UkraineWar
75,3,Please start your mission in Ukraine!!! Humanitarian corridors are a must for civilians! #IHL #SaveUkraine #StopRussianAggression #StopPutin
76,1,The International Red Cross has confirmed that the “humanitarian corridor” prepared by Russia for civilians from #Mariupol was full of mines. #Russia was preparing a massacre. This is the genocide of #Ukrainians!
76,2,❗BREAKING: The International Red Cross has confirmed that the “humanitarian corridor” prepared by #Russia for civilians from #Mariupol was full of mines.
76,3,BREAKING: The International Red Cross has confirmed that the “humanitarian corridor” prepared by #Russia for civilians from Mariupol was full of mines. #Ukraine
77,1,Please help the Ukrainian people 🇺🇦 Hockey Joe has made up a new batch of candles in the colors of the Ukrainian flag. 100% of the profits will be donated to the Ukrainian Red Cross. PLEASE HELP ➡️ #Ukraine #ukrainian #candles #StandWithUkriane
77,2,Please help the Ukrainian people 🇺🇦 Hockey Joe has made up a new batch of candles in the colors of the Ukrainian flag. 100% of the profits will be donated to the Ukrainian Red Cross PLEASE HELP ➡️ #Ukraine #ukrainian #candles #StandWithUkriane #UkraineWar
77,3,Please help the Ukrainian people 🇺🇦 Hockey Joe has made up a new batch of candles in the colors of the Ukrainian flag 100% of the profits will be donated to the Ukrainian Red Cross PLEASE HELP ➡️ #Ukraine #ukrainian #candles #StandWithUkriane #UkraineWar
78,1,"JJapanese food company Nisshin announced that it will provide 100,000 cup noodles free of charge through the local Red Cross to those who have been evacuated to neighboring countries in Ukraine due to an attack by the Russian army. ..... #StandWithUkraine #FreeUkraine #StopPutin"
78,2,"We do not see determination and concrete actions from Red Cross, we should look for new lines of cooperation, - Zelensky - #WarInUkraine #StandWithUkraine"
78,3,The Red Cross makes it to #Bucha Many thanks to them for their endless compassion #ChefsForUkraine #Ukraine #StandWithUkraine #UnitedWithUkraine
79,1,"ifrc RT : ""Volunteering is from the heart."" Dobre, a team member, has been working long days to make sure families fleeing #Ukraine feel welcome. Here, he stands in a medical tent offering care to refugees. — IFRC ( ) A…"
79,2,: RT : Emergency response is a team effort. Volunteers helping families from #Ukraine come from near and far. Our vast network means #RedCross and #RedCrescent teams from all over the world work together to meet the needs of …
79,3,ifrc RT : Emergency response is a team effort. Volunteers helping families from #Ukraine come from near and far. Our vast network means #RedCross and #RedCrescent teams from all over the world work together to meet the needs of vulnerable people. #Stronger…
80,1,"Iranian Red Crescent rescuers managed to pull three people out of the rubble alive in the earthquake-stricken areas of Turkey. Seven other people were also pulled out from under the rubble, who unfortunately had lost their lives. #Iran #Syria #TurkeySyriaEarthquake"
80,2,"#TurkeySyriaEarthquake: if you want to donate to the #earthquake victims in #Turkey #Syria &amp; #Rojava, our sisters in Rojava shared this trusted source. Kurdish Red Crescent paypal: #depremhatay #earthquakeinturkey #EarthquakeRelief #Heyvasor"
80,3,International Federation of Red Cross and Red Crescent Societies earthquake page: Aid for Turkey: Aid for Syria: #Syria_earthquake #TurkeyEarthquake #TurkeySyriaEarthquake #TurkeySyriaEarthquake2023
81,1,"we demand to #FreeAzovstalDefenders !! we demand from and to do the job, they are responsible for!! we demand to act hard against #RussiaIsATerroristState 4.08.22, protest/performance in Kyiv"
81,2,"#russiaisaterrorisstate #saveazovstaldefenders #FreeAzovstalDefenders #RussianWarCrimes Ukraine is bleeding!!! concerns don't make difference, actions do is there any sense in you?"
81,3,"we are demanding #FreeAzovstalDefenders !!! we are demanding from and to do the job, they are responsible for!! we are demanding to act hard against #RussiaIsATerroristState Kyiv, 4.08.22"
82,1,Thank you for your help! We urge to start their mission in #Ukraine in order to ensure humanitarian corridors! This will save hundreds of thousands of Ukrainian lives! #StopRussia from violating #IHL #SaveUkraine
82,2,🇺🇦 Thank you for your help! We urge to start their mission in #Ukraine in order to ensure humanitarian corridors! This will save hundreds of thousands of Ukrainian lives! #StopRussia from violating #IHL #SaveUkraine
82,3,Thank you for your help! We urge to start their mission in #Ukraine in order to ensure humanitarian corridors! This will save hundreds of thousands of Ukrainian lives! #StopRussia from violating #IHL #SaveUkraine 🇺🇦🇺🇦🇺🇦
83,1,You gave the safety guarantees for Ukrainian prisoners of war. Why they were killed by russia in #Olenivka? #russiaisaterrorisstate #ArmUkraineNow
83,2,The world must not forget about #Olenivka !We still have no information about our Ukrainian defenders in captivity. is silent! #RussiaIsATerroristState
83,3,I didn't want to post these videos until the #Olenivka hashtag disappeared! Ukrainian prisoners of war were killed by the Russians.The and the did not help in any way.They were the guarantors of the safety of these boys.#Olenivka #ArmUkraineNow #russiaisaterrorisstate
84,1,"🛑The army members should not be abused because of their ethnicity, , , , and please seek a way to investigate the unlawful detention, torture and murder. to #TigrayanENDFs #TigrayGenocide #EndTigraySiege"
84,2,"🚨🚨The army members should not be abused because of their ethnicity, , , , &amp; please seek a way to investigate the unlawful detention, torture and murder. to #TigrayanENDFs #TigrayGenocide #EndTigraySiege"
84,3,"The army members should not be abused because of their ethnicity, , , , &amp; please seek a way to investigate the unlawful detention, torture and murder to #TigrayanENDFs #TigrayGenocide #EndTigraySiege"
85,1,"Under auspices of Red Cross, 'green corridor' organized for evacuation of residents of Energodar in Zaporizhia - Energodar mayor #Russia #interfax #Ukraine #Putin"
85,2,"Under auspices of Red Cross, 'green corridor' organized for evacuation of residents of Energodar in Zaporizhia - Energodar mayor #RussianUkrainianWar #Kiev #Kyiv Trump #Putin Biden #ukraine #UkraineWar #Zelensky Zelenskyy #Russia #war nato"
85,3,"❗️❗️IMPORTANT INFORMATION ABOUT EVACUATION I appeal to residents of Zaporozhye region who want to evacuate! With the support of the UN and the Red Cross, the ""green corridor"" Mariupol-Zaporizhzhya was agreed today. #Ukraine #EU #European #US #CINA #INDIA"
86,1,"Tell us, what you are doing for helping Ukrainians!??? Are you really going to open the new office in russia, while you receive millions of donations for Ukraine!??? Send all donations to Ukraine 🇺🇦!!! #ICRC #StandWithUkraine #Ukraine️ #WARINUKRAINE #StopRussia"
86,2,"When you will send all donations (millions of donated money 💵) to the Ukraine 🇺🇦??? What are you waiting for? Maybe, opening the new office in russia? #Stopicrc #icrc #Ukraine️ #StandWithUkraine #StopRussia #WARINUKRAINE #StopWarInUkraine #StopWar"
86,3,"Are you Ok??? Opening the new office in russia, while millions of people send donations for Ukraine??? It's crazy!!! #StopICRC #StandWithUkraine #StopRussia #WARINUKRAINE #Ukraine️ #StopWarInUkraine #ICRC"
87,1,🇺🇦Together We Stand With The Ukraine🇺🇦 For less than the cost of a cup of coffee you can help those in need The stories are a bonus Proceeds from the book will be donated to the Red Cross providing relief to the #Ukraine #99cents #charity
87,2,#SelfPromoFriday 🇺🇦Together We Stand With The Ukraine🇺🇦 For less than the cost of a cup of coffee you can help those in need The stories are a bonus Proceeds from the book will be donated to the Red Cross providing relief to the #Ukraine #99cents #charity
87,3,🇺🇦Together We Stand 2🇺🇦 Proceeds from sales of this book will be donated to the Red Cross providing relief in the #Ukraine Amazon Nook Apple Kobo #Ukrainereleif #charity #99cents
88,1,"Don't look away. is on the ground saving people, kitties and puppies! is a 501c3 organization working with the deputy mayor of #Kherson There are lots of reputable charities. The Red Cross is NOT there, nor are they opening their wallet. (5/5)"
88,2,1. Don’t donate to the #RedCross. The help is not reaching Ukraine. Estonian people have donated 4.7 mil Euros to #Estonianredcross. #Ukraine Red Cross asked Estonian office to transfer 2 mil of that to the international office to help out Ukraine. Needless to say that …
88,3,"No donations to Red Cross! Raising billions, spending on fancy offices, comfy cars and adds on social media. No considerable assistance in Ukraine. Good-for-nothing #icrc #redcross #russiainvadedukraine #stopputin #stoprussia #standwithukraine #ukraine"
89,1,"Thanks to America, the #UN and #NATO for taking nuclear weapons from Ukraine and not giving powerful weapons now and not closing the sky over Ukraine. Thanks to the Red Cross, the UN and the European Union for calmly watching the terrorist Putin kill Ukrainians"
89,2,We call on the UN and the Red Cross to show their humanity and reaffirm the basic principles on which you were created by rescuing wounded people who are no longer combatants. #UkraineRussiaWar #UkraineUnderAttack #UkraineWar #Ukraine #RussiaUkraineCrisis #BREAKING #news
89,3,We ask the UN and the Red Cross to show their humanity and reaffirm the basic principles on which they were created in rescuing wounded people who are no longer combatants. #Erdogan #ONU #RedCross #Macron #Biden #BorisJohnson #antonioguterres
90,1,Good thing the Red Cross doesn't answer to Doug Ford #canada #cdnpoli #ontario #onpoli #ottawa My ❤ goes out to #Ottawa parents who have sick children. Thanks #RedCross
90,2,CTV News Ottawa → CHEO to receive help from Red Cross staff as it deals with surge in respiratory patients 📰 #Ottawa #Canada #news
90,3,#Canada #RVS - Red Cross to help #Ottawa #children's hospital get through respiratory virus season (RVS)
91,1,"😌 In Irpin, the water supply is being laid from Kyiv, the Red Cross allocated 20 million hryvnias for this — the mayor of the city Oleksandr Markushin. #StandUpForUkraine #StopPutinNOW #Ukraine #Russia #NATO"
91,2,"In #Irpin, the water supply is being laid from #Kyiv, the Red Cross allocated 20 million hryvnias for this — the mayor of the city Oleksandr Markushin. In addition, the construction of a river crossing is being completed. #StandWithUkraine #HelpUkraine #StopRussia"
91,3,"😌 #Irpin, water supply is being laid from Kyiv. Red Cross allocated 20 million hryvnias for this — the mayor of the city Oleksandr Markushin. In addition, the construction of a river crossing is being completed, &amp; another group of volunteers arrived to clean up the city today✊"
92,1,Independent journalist on the ground in Ukraine. #Mariupol citizens tell of the treatment by #NaziUkraine Nationalist Party forces. #Russian Federation liberated them giving humanitarian aid with the support of the who been in #Donbas Peoples Republic for 8 yrs
92,2,At least 250 have been liberated by Russian forces they been taken to #Donbas refugee camp assisted by who have been there for 8 yrs giving humanitarian aid to the people that #ukraine Nationalist forces have been bombing for a decade.
92,3,It was #Russian forces who liberated #Mariupol nothing to do with #UN have been in #Donbas Peoples Republic for a decade helping these people being shelled by #Ukraine Nationalist forces 😒
93,1,"Starving #Ukrainians have resorted to 'attacking each other for food' and looting pharmacies in besieged #Mariupol, Red Cross #Kyiv government has sent no aid or medical supplies at all."
93,2,"Starving Ukrainians have resorted to 'attacking each other for food' and looting pharmacies in besieged Mariupol, Red Cross reveals as deputy mayor says 1,200 bodies have been 'collected on the streets'. #news #UkraineWar"
93,3,"Starving #Ukrainians have resorted to 'attacking each other for food' and looting pharmacies in besieged #Mariupol, Red Cross reveals as deputy mayor says 1,200 bodies have been 'collected on the streets' Mariupol has been without power, food or water for days"
94,1,"As the conflict continues in #Ukraine and a cold front descends, the International Federation of #RedCross and #RedCrescent Societies (IFRC) warns of the dire health - including the spread of #covid - and mental health consequences…"
94,2,"MEDIA RELEASE: As the conflict in #Ukraine enters its third week and a cold front descends, warns of dire health and mental health consequences for millions of people both inside and outside of the country."
94,3,"#Ukraine: As the conflict continues and a cold front descends, warns of the dire health - including the spread of COVID-19 - and mental health consequences for millions of people both inside and outside the country. 📷: IFRC/Anette Selmer-Andresen"
95,1,"Dear . What about #Tigray ; Doctors at the biggest hospital in #Tigray say they have just days supply left of insulin, as they run out of one kind of the life-saving medicine. #EndTigraySiege #TigrayUnderAttack"
95,2,"#Dear . What about #Tigray ; Doctors at the biggest hospital in #Tigray say they have just days supply left of insulin, as they run out of one kind of the life-saving medicine. #EndTigraySiege #TigrayUnderAttack"
95,3,"Dear . What about #Tigray ; Doctors at the biggest hospital in #Tigray say they have just days supply left of insulin, as they run out of one kind of the life-saving medicine. #EndTigraySiege #TigrayUnderAttack .t"
96,1,Save #Azov and Ukrainian civilians. Save injured Ukrainians. Russians are inside #Azovstal #Ukraine #SaveAzovstal #Mariupol #PolkAzov
96,2,"Please, help them! #SaveMariupol #UkraineMarines #Azov #Azovstal"
96,3,"I’m begging you, help them! #SaveMariupol #UkraineMarines #Azov #Azovstal"
97,1,"#RussiaIsATerroristState shells #Nikopol with incendiary weapons! There are already wounded people, mother and child among them. claim russia the terrorist state it is! #unrussiaUN"
97,2,support terrorist russia #RussianWarCrimes #RussiaIsATerroristState #russiaisateroriststate #NaziRussia #Nazi
97,3,"""Faced with terrorist groups such as Al Qaeda or ISIS, we applied Art. 5 of in 2001 and we set up an international coalition. When you have a terrorist state in front of you, the consequences will have to be similar."" #RussiaIsATerroristState"
98,1,"Access to Kafta Humera, Korarit, May Gaba, Welkait, &amp; surrounding areas remains insecure, so many vulnerable people haven't received assistance for months. So Rg 🚩Ensure #Justice4Tigray 🚩Address Aid"
98,2,"Access to Kafta Humera, Korarit, May Gaba, Welkait, &amp; surrounding areas remains insecure, so many vulnerable people haven't received assistance for months. So 🚩Ensure #Justice4Tigray 🚩Address Aid."
98,3,"Access to Kafta Humera, Korarit, May Gaba, Welkait,&amp; surrounding areas remains insecure, so many vulnerable people haven't received assistance for months. So 🚩Ensure #Justice4Tigray 🚩Address Aid"
99,1,"#russia shelled a shift of caregivers of an orphanage in the Mykolaiv oblast, their minivan was marked with signs of the ""Red Cross."" As a result of the shelling, at least three caregivers were killed. #Stoprussia #ClosetheSkyoverUkraine #Stopputin #StandWithUkraine"
99,2,"⚡️In the Nikolaev area on March 8 on the Kirovograd highway ""H-14"" the #RussianArmy shot the minibus marked by signs of ""red cross"" in which went on change of the educator of an orphanage. As a result of the shelling, three female educators were killed #RussianWarCrimes #Ukraine"
99,3,"The occupiers shot a shift of teachers in an orphanage in the Mykolaiv region. At the same time, the minibus was marked with signs of the ""red cross"". As a result of the shelling, at least three teachers were killed. Two more people were injured. #StopPutinNOW"
100,1,Mines uprooted in Ukraine dam disaster could pose danger for years to come - Reuters citing Red Cross #AInvest #Ainvest_Wire #Ukraine #RussiaInvadedUkraine #warinukraine View more:
100,2,Mines uprooted in Ukraine dam disaster could pose danger for years to come - Red Cross #AInvest #Ainvest_Wire #Ukraine #warinukraine #military View more:
100,3,#Mines uprooted in #Ukraine dam disaster could pose #danger for years to come - Red Cross
101,1,"After 100 days of armed conflict, we continue supporting lifesaving #RedCross work inside and outside #Ukraine. But this is not enough. Needs are enormous. There is a urgent need of a political solution to stop the fighting. NOW."
101,2,"In these very difficult times, the work of our #RedCross volunteers inside and outside #Ukraine is a sign of hope. Civilians and humanitarians must be protected. Humanity must prevail. We will continue to scale up our humanitarian support."
101,3,"ifrc RT : In these very difficult times, the work of our #RedCross volunteers inside and outside #Ukraine is a sign of hope. Civilians and humanitarians must be protected. Humanity must prevail. We will continue to scale up our humanitarian support. …"
102,1,‼️ Metal cages are constructed in the #Philharmonic of the occupied #Mariupol The legal mayor of the city says that the invaders are preparing a show trial of #Ukrainian defenders He calls on the #UN and the #Red #Cross to intervene in the situation #ukraine #putinisawarcriminal
102,2,Metal cages are constructed in the Philharmonic of the occupied Mariupol. The legal mayor of the city says that the invaders are preparing a show trial of Ukrainian defenders. He calls on the UN and the Red Cross to intervene in the situation. #Ukraine
102,3,#RussiaNazi #russiaisaterrorisstate ‼️Metal cages are constructed in the Philharmonic of the occupied Mariupol. The legal mayor of the city says that the invaders are preparing a show trial of Ukrainian defenders. He calls on the UN and the Red Cross to intervene in the situation
103,1,"#RussiaUkraineConflict: Minister of Foreign Affairs of #Ukraine, #DmytroKuleba tweets, ""#Russia holds 300,000 civilians hostage in #Mariupol, prevents #humanitarian evacuation despite agreements with ICRC mediation. One child died of dehydration yesterday!..."""
103,2,"Minister of Foreign Affairs of #Ukraine, #DmytroKuleba tweets, ""Russia holds 300,000 civilians hostage in #Mariupol, prevents humanitarian evacuation despite agreements with #ICRC mediation. One child died of dehydration yesterday!..."" #RussiaUkraineConflict"
103,3,"Minister of Foreign Affairs of #Ukraine, Dmytro Kuleba tweets, ""Russia holds 300,000 civilians hostage in Mariupol, prevents humanitarian evacuation despite agreements with ICRC mediation. One child died of dehydration yesterday!..."""
104,1,"I just wanted to let you all know, I've earned $353 (and counting!) in sales so far for the #StandWithUkraine T's I designed! I was going to donate right to the UA Red Cross, but have seen several other good charities, What do you guys think? Suggestions?"
104,2,I'm fundraising for The British Red Cross Society. For #Ukraine Check out my page and please donate if you can. Thank you! #JustGiving
104,3,My company Kantar Group is fundraising for The British Red Cross Society. Check out their page and please donate if you can. Thank you! #JustGiving #Ukraine #HelpUkraine
105,1,"Join #VorpalTales for a special #DND5e charity one-shot supporting The Ukranian Red Cross, tonight Thursday 9p ET! ⁠ #TTRPG #CharityStream #TTRPGFamily #TTRPGSolidarity #fantasy #charity #DND #5e #Ukraine #StandWithUkraine #RollForUkraine"
105,2,"Support Ukraine, 100% of proceeds go to British Red Cross to support people and families in need in Ukraine, digital download #supportukraine #standwithukraine #ukrainedonation #charitydonation #nowar #ukukraine #handmadeinuk #ukraineflag"
105,3,"Support Ukraine, 100% of proceeds go to British Red Cross to support people and families in need in Ukraine, digital download #supportukraine #standwithukraine #ukrainedonation #charitydonation #nowar #ukukraine"
106,1,"#Ukraine needs weapons and humanitarian assistance to defend against #Putin. Russian troops shoot a nuclear power plant. Stop innocent civilian deaths. People around the world ask NATO to close the airspace over Ukraine. , provide #SafeAirliftUkraine"
106,2,"#Ukraine suffering dramatic cruel attack from #Putin. It’s not enough for . /. /#FreeWorld to “condemn” #Russia. Talk ISN’T enough. #Ukraine needs heavy serious #Weapons/#War NOW! #Airplanes, #LongRange #Missiles MUST insure evacuation routes for . ! . ."
106,3,"#Ukraine suffering dramatic cruel attack from #Putin. It’s not enough for . /. /#FreeWorld to “condemn” #Russia. Talk ISN’T enough #Ukraine needs heavy serious #Weapons/#War NOW! #Airplanes, #LongRange #Missiles MUST insure evacuation routes for . ! ."
107,1,Photos of MDA volunteers honoring Israel's fallen and terror victims on #YomHaZikaron (Israel's memorial day). May their memories be a blessing. #Israel #MemorialDay
107,2,"Victoria Leshiner fled from #Ukraine &amp; arrived in #Israel a month ago. She wanted to continue helping Ukrainian refugees. MDA personnel contacted her and offered her a job at the Refugee Call Center, which works in cooperation with the Ministry of Welfare and JDC Israel."
107,3,"Racheli Ikar Cohen, an MDA Paramedic working in the refugee call center in #Israel, is currently on an MDA mission in #Moldova &amp; #Ukraine. She is at the clinic w/ the Jewish community &amp; is providing much-needed care, medical attention, and support to refugees."
108,1,This is what Evil NaZi RuZZia is doing everyday…shelling and killing children and civilians in Ukraine #russiaisaterrorisstate
108,2,This is what Evil NaZi RuZZia is doing everyday…killing children and civilians in Ukraine #russiaisaterrorisstate
108,3,Who else if not #Russia ?#Ruzzia
109,1,#stoprussia #EU: Russia has still not allowed ICRC to visit #Olenivka
