topic,LABEL_0,LABEL_1,LABEL_2
-1,0.6147888988700297,0.32588530093139806,0.05932580019857217
0,0.5377574370709383,0.4505148741418764,0.011727688787185355
1,0.5730902232002515,0.38792832442628106,0.038981452373467465
2,0.35700389105058367,0.5963035019455253,0.04669260700389105
3,0.8293499043977055,0.16061185468451242,0.010038240917782026
4,0.5614213197969543,0.4213197969543147,0.017258883248730966
5,0.5980861244019139,0.3963317384370016,0.005582137161084529
6,0.8193653376729048,0.1741253051261188,0.006509357200976403
7,0.5897219882055602,0.37742207245155857,0.03285593934288121
8,0.800339847068819,0.19626168224299065,0.0033984706881903144
9,0.07873303167420814,0.3393665158371041,0.5819004524886878
10,0.4562043795620438,0.48175182481751827,0.06204379562043796
11,0.9816425120772947,0.01642512077294686,0.001932367149758454
12,0.38565488565488565,0.5644490644490644,0.0498960498960499
13,0.5032537960954447,0.4642082429501085,0.03253796095444685
14,0.9367502726281353,0.05561613958560523,0.007633587786259542
15,0.7324414715719063,0.26644370122630995,0.0011148272017837235
16,0.7238979118329466,0.26218097447795824,0.013921113689095127
17,0.9215686274509803,0.06797385620915032,0.01045751633986928
18,0.5287958115183246,0.4306282722513089,0.04057591623036649
19,0.6824966078697422,0.26865671641791045,0.048846675712347354
20,0.9275766016713092,0.06685236768802229,0.005571030640668524
21,0.36554621848739494,0.6288515406162465,0.0056022408963585435
22,0.27635327635327633,0.7037037037037037,0.019943019943019943
23,0.8149210903873745,0.18077474892395984,0.00430416068866571
24,0.621301775147929,0.3609467455621302,0.01775147928994083
25,0.7377049180327869,0.2488822652757079,0.013412816691505217
26,0.41324921135646686,0.5599369085173501,0.026813880126182965
27,0.5993431855500821,0.3760262725779967,0.024630541871921183
28,0.6210873146622735,0.34925864909390447,0.029654036243822075
29,0.7547169811320755,0.20754716981132076,0.03773584905660377
30,0.06468531468531469,0.8059440559440559,0.12937062937062938
31,0.8264758497316637,0.16636851520572452,0.007155635062611807
32,0.7491039426523297,0.2222222222222222,0.02867383512544803
33,0.7358834244080146,0.2641165755919854,0.0
34,0.5853211009174312,0.3761467889908257,0.03853211009174312
35,0.22920517560073936,0.7079482439926063,0.06284658040665435
36,0.708411214953271,0.2411214953271028,0.05046728971962617
37,0.7893738140417458,0.17836812144212524,0.03225806451612903
38,0.46285714285714286,0.5257142857142857,0.011428571428571429
39,0.6055776892430279,0.38247011952191234,0.01195219123505976
40,0.4626262626262626,0.5353535353535354,0.00202020202020202
41,0.5618661257606491,0.4340770791075051,0.004056795131845842
42,0.7274678111587983,0.22532188841201717,0.04721030042918455
43,0.05274725274725275,0.5736263736263736,0.37362637362637363
44,0.8837209302325582,0.11162790697674418,0.004651162790697674
45,0.9067599067599068,0.08624708624708624,0.006993006993006993
46,0.5882352941176471,0.3270588235294118,0.08470588235294117
47,0.15058823529411763,0.7411764705882353,0.10823529411764705
48,0.9809069212410502,0.016706443914081145,0.002386634844868735
49,0.3704600484261501,0.6246973365617433,0.004842615012106538
50,0.7591240875912408,0.22871046228710462,0.012165450121654502
51,0.48292682926829267,0.3878048780487805,0.12926829268292683
52,0.5061425061425061,0.33906633906633904,0.1547911547911548
53,0.7915632754342432,0.20843672456575682,0.0
54,0.7758186397984886,0.22418136020151133,0.0
55,0.45408163265306123,0.49489795918367346,0.05102040816326531
56,0.3958333333333333,0.5911458333333334,0.013020833333333334
57,0.9021739130434783,0.08695652173913043,0.010869565217391304
58,0.4547945205479452,0.4821917808219178,0.06301369863013699
59,0.7928176795580111,0.1878453038674033,0.019337016574585635
60,0.3418803418803419,0.6410256410256411,0.017094017094017096
61,0.8879310344827587,0.10057471264367816,0.011494252873563218
62,0.19767441860465115,0.6598837209302325,0.14244186046511628
63,0.7237237237237237,0.22522522522522523,0.05105105105105105
64,0.3783783783783784,0.6156156156156156,0.006006006006006006
65,0.4984709480122324,0.4709480122324159,0.03058103975535168
66,0.6604938271604939,0.2962962962962963,0.043209876543209874
67,0.9161290322580645,0.07741935483870968,0.0064516129032258064
68,0.511326860841424,0.46601941747572817,0.022653721682847898
69,0.6258278145695364,0.3609271523178808,0.013245033112582781
70,0.8741721854304636,0.059602649006622516,0.06622516556291391
71,0.8417508417508418,0.15151515151515152,0.006734006734006734
72,0.75,0.25,0.0
73,0.9661016949152542,0.030508474576271188,0.003389830508474576
74,0.3698630136986301,0.4486301369863014,0.1815068493150685
75,0.7827586206896552,0.21379310344827587,0.0034482758620689655
76,0.4416961130742049,0.4734982332155477,0.08480565371024736
77,0.1696113074204947,0.7915194346289752,0.038869257950530034
78,0.6560283687943262,0.32978723404255317,0.014184397163120567
79,0.4352517985611511,0.42805755395683454,0.1366906474820144
80,0.22627737226277372,0.6277372262773723,0.145985401459854
81,0.8498168498168498,0.15018315018315018,0.0
82,0.8088235294117647,0.1801470588235294,0.011029411764705883
83,0.1037037037037037,0.7925925925925926,0.1037037037037037
84,0.9163498098859315,0.07984790874524715,0.0038022813688212928
85,0.6387832699619772,0.35361216730038025,0.0076045627376425855
86,0.38783269961977185,0.49049429657794674,0.12167300380228137
87,0.9923664122137404,0.007633587786259542,0.0
88,0.1814516129032258,0.5362903225806451,0.28225806451612906
89,0.7049180327868853,0.2786885245901639,0.01639344262295082
90,0.6666666666666666,0.2962962962962963,0.037037037037037035
91,0.3682008368200837,0.5439330543933054,0.08786610878661087
92,0.9957983193277311,0.004201680672268907,0.0
93,0.45147679324894513,0.4810126582278481,0.06751054852320675
94,0.8127659574468085,0.1829787234042553,0.00425531914893617
95,0.5301724137931034,0.4353448275862069,0.034482758620689655
96,0.043478260869565216,0.9173913043478261,0.0391304347826087
97,0.2391304347826087,0.7478260869565218,0.013043478260869565
98,0.39823008849557523,0.5575221238938053,0.04424778761061947
99,0.15178571428571427,0.7589285714285714,0.08928571428571429
100,0.8968609865470852,0.08520179372197309,0.017937219730941704
101,0.527027027027027,0.4189189189189189,0.05405405405405406
102,0.29545454545454547,0.6818181818181818,0.022727272727272728
103,0.9136363636363637,0.08636363636363636,0.0
104,0.7899543378995434,0.2009132420091324,0.0091324200913242
105,0.2889908256880734,0.6926605504587156,0.01834862385321101
106,0.07373271889400922,0.9170506912442397,0.009216589861751152
